loss,val_loss
1.592251181602478,2.0512468814849854
0.9042295217514038,1.7852578163146973
0.7164922952651978,1.741335153579712
0.6681497693061829,1.751625418663025
0.6456571221351624,1.729865312576294
0.6341339349746704,1.7042768001556396
0.6241177916526794,1.6936142444610596
0.6139801740646362,1.6472713947296143
0.6055921912193298,1.6267623901367188
0.5985548496246338,1.6068073511123657
0.5916173458099365,1.5753647089004517
0.5846867561340332,1.534851312637329
0.5782566070556641,1.4971011877059937
0.5717224478721619,1.4648712873458862
0.5651407241821289,1.4292973279953003
0.5588635206222534,1.3918617963790894
0.55269855260849,1.3647739887237549
0.5470942258834839,1.3288248777389526
0.5417394042015076,1.3032755851745605
0.5371409058570862,1.2782013416290283
0.5334444046020508,1.2733893394470215
0.530146062374115,1.2608706951141357
0.5274062752723694,1.2491254806518555
0.5249823331832886,1.2511861324310303
0.5229650139808655,1.2380783557891846
0.5210307240486145,1.2345911264419556
0.5192347764968872,1.221503496170044
0.5179489850997925,1.2106565237045288
0.5169680118560791,1.2162305116653442
0.515588641166687,1.2091621160507202
0.5141074061393738,1.2029980421066284
0.5129724740982056,1.1905312538146973
0.5115712285041809,1.1857610940933228
0.510857343673706,1.183761477470398
0.5100889801979065,1.1741682291030884
0.5091394186019897,1.182176947593689
0.5084206461906433,1.166756272315979
0.5078011751174927,1.1592798233032227
0.5072420835494995,1.1538965702056885
0.5067295432090759,1.1565818786621094
0.5063474178314209,1.1610015630722046
0.5056305527687073,1.158449411392212
0.5052828788757324,1.1615979671478271
0.5048873424530029,1.1530770063400269
0.5043169260025024,1.1537444591522217
0.5036405324935913,1.1489578485488892
0.5034740567207336,1.152479887008667
0.5028356313705444,1.1465073823928833
0.50261390209198,1.1484253406524658
0.5021564960479736,1.1583820581436157
